"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"ITN_EASTING"|"ITN_NORTHING"|"ITN_TOID"|"ITN_TOID_VERSION"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"VERIFIED_ADDRESS"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
54904098|"Turner Locker Barnfield"|"02110194"|292402.3|92642.4|1|""|"0001000012317862"|4|292399|92649|"4000000025321239"|"3"|7.4|"1a"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01392201202"|"www.turner-locker.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
55000082|"The Linked Ring Group"|"02140214"|292314.1|93078.2|1|""|"0001000012323939"|3|292324.4|93075.8|"4000000025336185"|"3"|10.6|"35"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AW"|"Y"|"Exeter District"|"01392432554"|"www.linkedringgroup.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54768649|"Bryan J Hollingsworth"|"02090147"|291744.2|93037.8|1|""|"0001000012294360"|4|291758|93048.8|"4000000025306012"|"8"|17.6|"Queensgate House 48"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"08442448900"|"www.hollingsworth.uk.com"|""|""|""|"118 Information"|"01-DEC-2014"
54552970|"Careers South West"|"02050075"|291796.2|92975.5|1|""|"0001000012290718"|17|291808.6|92985.2|"4000000025306012"|"8"|15.7|"37-39"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392203603"|"www.careerssw.org"|""|""|""|"118 Information"|"01-DEC-2014"
54954371|"King Wilkinson & Co Ltd"|"02110195"|292531.2|92589.6|1|""|"0001000012316912"|2|292532.2|92570.4|"4000000025346025"|"3"|19.3|"15"|"Barnfield Road"|"Exeter"|"Devon"|"EX1 1RR"|"Y"|"Exeter District"|"01392255884"|"www.kingwilkinson.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
64116601|"Leamans"|"02110192"|292072.7|92371.5|1|""|"0001000012320501"|5|292058.3|92360.9|"4000000025321079"|"4"|17.9|"33"|"South Street"|"Exeter"|"Devon"|"EX1 1ED"|"Y"|"Exeter District"|"01392410411"|"www.leamanslettings.com"|""|""|""|"118 Information"|"01-DEC-2014"
68798016|"Old Chapel Christian Fellowship"|"06340459"|291610.4|92396.8|1|""|"0001000012291898"|6|291626.1|92389.1|"4000000025335866"|"5"|17.4|"Old Chapel"|"Bartholomew Street West"|"Exeter"|"Devon"|"EX4 3AJ"|"Y"|"Exeter District"|"01392214129"|""|""|"Religion"|"Other (Christian)"|"118 Information"|"01-DEC-2014"
68755128|"The Peninsula Initiative South West Community Chaplaincy"|"06350816"|291473.9|92992.5|1|""|"0001000012291377"|3|291483.1|92998.6|"4000000025295464"|"10"|11|"39-41"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 4DA"|"Y"|"Exeter District"|"01392412300"|""|"YMCA"|""|""|"118 Information"|"01-DEC-2014"
75350326|"Stratton Creber Commercial"|"02110195"|292376.9|92526.8|1|""|"0001000012317685"|4|292342.8|92540.4|"4000000025306051"|"5"|36.7|"31-32"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1NX"|"Y"|"Exeter District"|"01392202203"|"www.strattoncrebercommercial.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
75462716|"Pitman Training Group Ltd"|"05320403"|291812.2|92545.2|1|""|"0001000012290129"|6|291803.4|92532|"4000000025345887"|"3"|15.8|"Elm House 54"|"Mary Arches Street"|"Exeter"|"Devon"|"EX4 3BA"|"Y"|"Exeter District"|"03332004538"|"www.pitman-training.com"|"Pitman"|""|""|"118 Information"|"01-DEC-2014"
85621752|"Farmers Union"|"01020034"|291690|93101|1|""|"0001000012294674"|4|291690.4|93087.9|"4000000025458666"|"2"|13.1|"16"|"Queens Terrace"|"Exeter"|"Devon"|"EX4 4HR"|"N"|"Exeter District"|"01392279955"|"www.thefarmersunion.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
96522843|"I T Champion"|"02040065"|292369.7|92540.9|1|""|"0001000012317686"|5|292346.6|92550.1|"4000000025306051"|"5"|24.8|"30"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1NS"|"Y"|"Exeter District"|"01392454750"|"www.it-champion.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
96549114|"Halifax"|"02090138"|292281|92886|1|""|"0001000012318252"|6|292290.2|92868.4|"4000000025295481"|"8"|19.9|"Unit 1 Roman Gate 251-252 High Street"|""|"Exeter"|"Devon"|"EX4 3PZ"|"N"|"Exeter District"|"01392601811"|"www.halifax.co.uk"|"Halifax"|""|""|"118 Information"|"01-DEC-2014"
96559152|"Lifestyle"|"01020034"|291721.5|92641.1|1|""|"0001000012290222"|3|291731.6|92628.8|"4000000025335876"|"4"|16|"Old Malthouse"|"Bartholomew Street East"|"Exeter"|"Devon"|"EX4 3BG"|"Y"|"Exeter District"|"01392498300"|"www.bombaybills.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
103310143|"Cafe Rouge"|"01020043"|292238.3|92626.8|1|""|"1000002070802041"|6|292238.1|92614.6|"4000000025439407"|"3"|12.2|"24"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1GJ"|"Y"|"Exeter District"|"01392251042"|"www.caferouge.co.uk"|"Cafe Rouge"|"Restaurant Type"|"French Restaurant"|"118 Information"|"01-DEC-2014"
103301318|"Southernhay House"|"01010006"|292346.1|92494.4|1|""|"0001000012320540"|11|292326.4|92503.2|"4000000025321084"|"4"|21.6|"36"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1NX"|"Y"|"Exeter District"|"01392435324"|"www.southernhayhouse.com"|""|""|""|"118 Information"|"01-DEC-2014"
107643849|"The Specialist Travel Consultancy"|"09480694"|292520.6|92693.7|1|""|"0001000012317215"|8|292525.2|92709.9|"4000000025306110"|"5"|16.9|"11-15"|"Dix's Field"|"Exeter"|"Devon"|"EX1 1QA"|"Y"|"Exeter District"|"01392660056"|""|""|""|""|"118 Information"|"01-DEC-2014"
108295122|"Hollister"|"09460656"|292257.9|92728.3|1|""|"1000002070809040"|3|292330.6|92717.4|"4000000025460689"|"1"|73.5|"13"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Y"|"Exeter District"|"01392278942"|"www.hollisterco.com"|"Hollister"|""|""|"118 Information"|"01-DEC-2014"
108314087|"Pip-kins Day Nursery"|"05320397"|292759.5|92625.4|1|""|"0001000012317138"|2|292765.2|92605.5|"4000000025306067"|"6"|20.7|"6"|"Barnfield Hill"|"Exeter"|"Devon"|"EX1 1SR"|"Y"|"Exeter District"|"01392421422"|"www.pipkinsdaynursery.com"|""|""|""|"118 Information"|"01-DEC-2014"
108354073|"Jeremy Wellens Designer & Maker"|"07420573"|291590.9|92944|1|""|"0001000012290750"|4|291579|92958.2|"4000000025321011"|"7"|18.5|"25"|"Richmond Road"|"Exeter"|"Devon"|"EX4 4JF"|"Y"|"Exeter District"|"01392251985"|""|""|""|""|"118 Information"|"01-DEC-2014"
110613366|"Speccies"|"05280344"|291951.6|92469.8|1|""|"0001000012291413"|6|291941.7|92462.8|"4000000025321083"|"3"|12.1|"90"|"South Street"|"Exeter"|"Devon"|"EX1 1EN"|"Y"|"Exeter District"|"01392966124"|"www.speccies-exeter.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
123136856|"Lets Face I T"|"02080117"|292428.5|92653.3|1|""|"0001000012317865"|4|292410.2|92662.4|"4000000025321239"|"3"|20.4|"2"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01626368125"|""|""|""|""|"118 Information"|"01-DEC-2014"
114126347|"Southernhay Financial Planning"|"02090147"|292296.4|92588.4|1|""|"0001000012317708"|4|292315.9|92583|"4000000025321085"|"4"|20.2|"20"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1PR"|"Y"|"Exeter District"|"01392439009"|""|""|""|""|"118 Information"|"01-DEC-2014"
118114162|"Hide & Seek"|"09480717"|292391.2|92840.7|1|""|"0001000012318161"|5|292385.7|92821.8|"4000000025321217"|"8"|19.7|"15"|"Paris Street"|"Exeter"|"Devon"|"EX1 2JB"|"Y"|"Exeter District"|"01392758435"|""|""|""|""|"118 Information"|"01-DEC-2014"
118124247|"The Exeter Municipal Charity"|"05280373"|292269.2|92488.3|1|""|"0001000012320530"|5|292284.3|92482.6|"4000000025306052"|"4"|16.2|"6"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1JG"|"Y"|"Exeter District"|"01392421162"|"www.exetermunicipalcharity.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
123148308|"Royal Mail"|"02150222"|292655.5|92951.4|1|""|"1000002070655284"|5|292638.8|92966.5|"4000000025321266"|"4"|22.6|"Delivery Office 4"|"Belgrave Road"|"Exeter"|"Devon"|"EX1 2AA"|"Y"|"Exeter District"|"03456021021"|"www.royalmail.com"|"Royal Mail"|""|""|"118 Information"|"01-DEC-2014"
63999731|"Electricity Sub Station"|"06340433"|291550|93439|2|""|"Not Assigned"|0|291564|93378|"4000000025306031"|"5"|62.6|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64005617|"Electricity Sub Station"|"06340433"|292659|93568|2|""|"Not Assigned"|0|292670.2|93582|"4000000025346149"|"3"|18|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64066873|"Electricity Sub Station"|"06340433"|292407|93029|2|""|"Not Assigned"|0|292398.3|93034.1|"4000000025427772"|"4"|10.1|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
95304824|"Peking House"|"01020018"|292641.3|93130|1|""|"0001000012322969"|5|292630.4|93142.7|"4000000025321260"|"5"|16.7|"127"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RY"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95351346|"South Gate Gallery"|"09480712"|292066.2|92328|1|""|"0001000012320465"|7|292076.7|92335.8|"4000000025321079"|"4"|13.1|"64"|"South Street"|"Exeter"|"Devon"|"EX1 1EE"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95351441|"Whitton & Laing"|"02110190"|291922.1|92819|1|""|"0001000012290432"|3|291933.1|92826.6|"4000000025321006"|"4"|13.4|"20"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SN"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95850689|"The Real Cornish Pasty Co"|"01020018"|292062.9|92666.3|1|""|"0001000012317816"|5|292045.1|92686.1|"4000000025458670"|"1"|26.6|"11"|"Martins Lane"|"Exeter"|"Devon"|"EX1 1EY"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95314823|"Innfusion Restaurant"|"01020043"|292698.5|92898.4|1|""|"1000002070862691"|1|292676|92917|"4000000025458600"|"1"|29.2|""|"Western Way"|"Exeter"|"Devon"|"EX1 2DB"|"Y"|"Exeter District"|"01392312400"|"www.jurysinns.com"|"Innfusion"|"Restaurant Type"|"British Restaurant"|"Local Data Company"|"01-DEC-2014"
104040008|"Karats"|"09480690"|291806.2|92402.4|1|""|"0001000012291590"|5|291790.7|92415.6|"4000000025320943"|"5"|20.3|"13 City Arcade"|"Fore Street"|"Exeter"|"Devon"|"EX4 3JE"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
104035405|"Exeter Exotics"|"09480691"|291981|92334|1|""|"0001000012291488"|8|291970|92364|"4000000025336067"|"3"|32|"2, Market Street"|"City Centre"|"Exeter"|"Devon"|"EX1 1BP"|"N"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
16153744|"Public Telephone"|"06340460"|292295|92876|1|""|"Not Assigned"|0|292297.1|92872|"4000000025295481"|"8"|4.5|"Outside No. 252 High Street"|""|"Exeter"|"Devon"|"EX4 3PZ"|"N"|"Exeter District"|"01392258088"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16153916|"Public Telephone"|"06340460"|291819|93967|1|""|"Not Assigned"|0|291786|94064|"4000000025321421"|"7"|102.5|"University Of Exter"|"Stocker Road"|"Exeter"|"Devon"|"EX4 4PY"|"N"|"Exeter District"|"01392412989"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
16154094|"Public Telephone"|"06340460"|291718|93073|1|""|"Not Assigned"|0|291715.9|93074.9|"4000000025345961"|"4"|2.8|"Richmond Road"|""|"Exeter"|"Devon"|"EX4 4JA"|"N"|"Exeter District"|"01392439409"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
18853222|"Water Point"|"06340455"|291139|93478|2|""|"Not Assigned"|0|291152.5|93545.3|"4000000025321024"|"8"|68.7|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
103386046|"Cash Machine (Santander)"|"02090141"|291818.7|93966.7|1|""|"Not Assigned"|0|291786|94064|"4000000025321421"|"7"|102.6|"Devonshire House"|"Stocker Road"|"Exeter"|"Devon"|"EX4 4PZ"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"Through the wall with 24 hour accessibility, opens onto public throughfare"|"VocaLink"|"01-DEC-2014"
103381975|"Cash Machine (Halifax plc)"|"02090141"|292281|92886|1|""|"Not Assigned"|0|292290.2|92868.4|"4000000025295481"|"8"|19.9|"Unit 1 Roman Gate"|"252 High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"N"|"Exeter District"|""|""|""|"Public Accessibility"|"ATM inside a location that is accessible in approximate office hours, including branch customer area"|"VocaLink"|"01-DEC-2014"
21841382|"The Queen's Drive"|"10590732"|291724|93912|1|""|"Not Assigned"|0|291731.3|93913.3|"5000005114430771"|"1"|7.5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmgdj"|"Department for Transport"|"01-DEC-2014"
21841392|"Mount Radford"|"10590732"|292839|92406|1|""|"Not Assigned"|0|292839.6|92405.9|"4000000025306066"|"3"|0.6|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmptp"|"Department for Transport"|"01-DEC-2014"
21841044|"Cheeke Street for Bus Station"|"10590732"|292582|92940|1|""|"Not Assigned"|0|292583.1|92941.4|"4000000025321237"|"3"|1.8|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmpgd"|"Department for Transport"|"01-DEC-2014"
27228402|"Bus Station"|"10590732"|292499|92892|1|""|"Not Assigned"|0|292478.9|92913|"4000000025321226"|"6"|29.1|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvngjgjm"|"Department for Transport"|"01-DEC-2014"
110890775|"King Street"|"10590732"|291776|92360|1|""|"Not Assigned"|0|291777.9|92362.4|"4000000025335881"|"3"|3|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvngpjdw"|"Department for Transport"|"01-DEC-2014"
105271654|"Pack Horse Store"|"09470699"|291455|93058|1|""|"0001000012294790"|4|291445.8|93053.4|"4000000025295464"|"10"|10.3|"La Chine House 56-58"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 4DX"|"Y"|"Exeter District"|""|""|""|""|""|"PointX"|"01-DEC-2014"
48000992|"Goldenhorn"|"01020018"|291832.6|92496.4|1|""|"0001000012291629"|10|291848.3|92483.4|"4000000025345890"|"4"|20.4|"166"|"Fore Street"|"Exeter"|"Devon"|"EX4 3AT"|"Y"|"Exeter District"|"01392499497"|""|""|""|""|"118 Information"|"01-DEC-2014"
48053634|"Starz"|"01020043"|291713.4|92756.8|1|""|"0001000012290984"|5|291708.3|92751.9|"4000000025321010"|"3"|7.1|"18"|"Lower North Street"|"Exeter"|"Devon"|"EX4 3ET"|"Y"|"Exeter District"|"01392256625"|"www.starzuk.com"|""|"Restaurant Type"|"American Restaurant"|"118 Information"|"01-DEC-2014"
47986568|"Harry's Grill Bar"|"01020043"|292226.3|92920.5|1|""|"0001000012318106"|4|292237|92930|"4000000025321248"|"3"|14.3|"6"|"Northernhay Place"|"Exeter"|"Devon"|"EX4 3QJ"|"Y"|"Exeter District"|"01392438545"|"www.harrysgrillbar.co.uk"|""|"Restaurant Type"|"Restaurant"|"118 Information"|"01-DEC-2014"
48742132|"Monsoon"|"09460659"|292194.6|92776.6|1|""|"0001000012317995"|7|292182.7|92793.2|"4000000025295481"|"8"|20.4|"14-15"|"High Street"|"Exeter"|"Devon"|"EX4 3LH"|"Y"|"Exeter District"|"01392425443"|"www.monsoon.co.uk"|"Monsoon"|""|""|"118 Information"|"01-DEC-2014"
48820764|"Otto Antiques"|"09480712"|291666.3|92242.5|1|""|"0001000012291711"|6|291656.7|92250.7|"4000000025320944"|"3"|12.6|"6"|"New Bridge Street"|"Exeter"|"Devon"|"EX4 3JW"|"Y"|"Exeter District"|"01392278880"|"www.ottoretro.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48942181|"Langmaid News"|"09470699"|291875.5|92483.2|1|""|"1000002070797612"|4|291859.1|92496.6|"4000000025320939"|"3"|21.2|"89"|"Fore Street"|"Exeter"|"Devon"|"EX4 3HX"|"Y"|"Exeter District"|"01392431919"|""|""|""|""|"118 Information"|"01-DEC-2014"
48933309|"Iceland"|"09470667"|292403.1|92963.2|1|""|"0001000012318206"|6|292417.6|92948|"4000000025306105"|"6"|21|"19-23"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NN"|"Y"|"Exeter District"|"01392435449"|"www.iceland.co.uk"|"Iceland"|""|""|"118 Information"|"01-DEC-2014"
49724858|"Studio One to One Fitness"|"02100821"|291713.4|92756.8|1|""|"0001000012290984"|5|291708.3|92751.9|"4000000025321010"|"3"|7.1|"18"|"Lower North Street"|"Exeter"|"Devon"|"EX4 3ET"|"Y"|"Exeter District"|"01392274397"|""|""|""|""|"118 Information"|"01-DEC-2014"
49763572|"Exeter Phoenix Ltd"|"03170813"|292007.6|92861.3|1|""|"1000002062007893"|9|291997.6|92850|"4000000025384137"|"5"|15.1|"Bradninch Place"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Y"|"Exeter District"|"01392667066"|"www.exeterphoenix.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54659691|"Chalk & Ward Advertising"|"02080114"|292389.3|92677.2|1|""|"0001000012317899"|4|292370.6|92680|"4000000025321227"|"5"|19|"18"|"Southernhay East"|"Exeter"|"Devon"|"EX1 1QD"|"Y"|"Exeter District"|"01392666291"|"www.chalkward.com"|""|""|""|"118 Information"|"01-DEC-2014"
54780602|"Armitage & Co"|"02090154"|292128.3|92785|1|""|"0001000012318011"|5|292143|92764.7|"4000000025295481"|"8"|25.1|"Pearl Assurance House 236"|"High Street"|"Exeter"|"Devon"|"EX4 3NE"|"Y"|"Exeter District"|"01392251364"|""|""|""|""|"118 Information"|"01-DEC-2014"
54739114|"Eastgate Financial Services"|"02090147"|292428.5|92653.3|1|""|"0001000012317865"|4|292410.2|92662.4|"4000000025321239"|"3"|20.4|"2"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01392491940"|""|""|""|""|"118 Information"|"01-DEC-2014"
54727829|"Bearnes Hampton & Littlewood"|"02090137"|291426.1|92063|1|""|"0001000012293071"|6|291453|92107|"4000000025335874"|"4"|51.6|"St. Edmunds Court 16"|"Okehampton Street"|"Exeter"|"Devon"|"EX4 1DU"|"Y"|"Exeter District"|"01392413100"|"www.bhandl.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54867039|"Tattooing by Paul & Lyn"|"02100180"|291697.4|92277|1|""|"0001000012291718"|6|291686.4|92285.8|"4000000025351571"|"3"|14.1|"2"|"New Bridge Street"|"Exeter"|"Devon"|"EX4 3JW"|"Y"|"Exeter District"|"01392274714"|""|""|""|""|"118 Information"|"01-DEC-2014"
54840160|"Nutters"|"02100156"|291494.4|92075.3|1|""|"0001000012293063"|9|291502.3|92085.2|"4000000025345884"|"4"|12.6|"183"|"Cowick Street"|"Exeter"|"Devon"|"EX4 1AA"|"Y"|"Exeter District"|"01392279941"|""|""|""|""|"118 Information"|"01-DEC-2014"
54779400|"Veitch Penny"|"02090154"|292510.9|92762.1|1|""|"0001000012317630"|6|292498.9|92717.3|"4000000025306110"|"5"|46.4|"1 Manor Court"|"Dix's Field"|"Exeter"|"Devon"|"EX1 1UP"|"N"|"Exeter District"|"01392278381"|""|""|""|""|"118 Information"|"01-DEC-2014"
55076953|"R J & S Parkhouse"|"02100182"|292630.3|93122.1|1|""|"0001000012322967"|5|292620.2|93133.9|"4000000025321260"|"5"|15.6|"129"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RY"|"Y"|"Exeter District"|"01392259423"|"www.rjsp.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54694990|"Fargo Systems"|"02080117"|292411.1|92725.2|1|""|"0001000012317888"|5|292415|92739.8|"4000000025306110"|"5"|15.1|"Berkeley House"|"Dix's Field"|"Exeter"|"Devon"|"EX1 1PZ"|"Y"|"Exeter District"|"01392426677"|"www.fargosystems.com"|""|""|""|"118 Information"|"01-DEC-2014"
54704365|"Kestrel Data"|"02080128"|292731.3|92802.3|1|""|"0001000012317518"|3|292725.6|92789.5|"4000000025321253"|"4"|14|"15a"|"Heavitree Road"|"Exeter"|"Devon"|"EX1 2LD"|"Y"|"Exeter District"|"01392202333"|""|""|""|""|"118 Information"|"01-DEC-2014"
68790171|"The Bridge Collective C I C"|"06350769"|291844.6|92334.4|1|""|"0001000012291564"|6|291833.9|92318.6|"4000000025335883"|"3"|19.1|"7-9"|"King Street"|"Exeter"|"Devon"|"EX1 1BQ"|"Y"|"Exeter District"|"01392433358"|"www.bridgecollectivehotmail.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
68792907|"Exeter Corn Exchange"|"04250315"|291911.1|92456.5|1|""|"0001000012291404"|9|291930.6|92465.3|"4000000025345895"|"4"|21.4|"1"|"George Street"|"Exeter"|"Devon"|"EX1 1BU"|"Y"|"Exeter District"|"01392665938"|"www.exeter.gov.uk/cornexchange"|""|""|""|"118 Information"|"01-DEC-2014"
68744872|"E D P Drug & Alcohol Services"|"05290358"|291535|92227|1|""|"0001000012292066"|6|291541.6|92197.4|"4000000025345881"|"4"|30.4|"Suite 211 2nd Floor Renslade House"|"Bonhay Road"|"Exeter"|"Devon"|"EX4 3AY"|"N"|"Exeter District"|"01392666710"|"www.edp.org.uk"|""|""|""|"118 Information"|"01-DEC-2014"
75337898|"H M Revenue & Customs"|"06330417"|292150.5|93092.4|1|""|"0001000012324814"|3|292145.1|93086.9|"4000000025306104"|"4"|7.7|"Longbrook House"|"New North Road"|"Exeter"|"Devon"|"EX4 4UD"|"Y"|"Exeter District"|"01626208600"|"www.hmrc.gov.uk/index.htm"|"H M R C"|""|""|"118 Information"|"01-DEC-2014"
80845020|"Kirk Hills"|"02090135"|292451.8|92647.4|1|""|"0001000012317868"|4|292449.9|92688.3|"4000000025321239"|"3"|40.9|"5"|"Barnfield Crescent"|"Exeter"|"Devon"|"EX1 1QT"|"Y"|"Exeter District"|"01392494904"|""|""|""|""|"118 Information"|"01-DEC-2014"
78547798|"Vision Express"|"05280344"|292091.7|92773|1|""|"0001000012318015"|5|292113.4|92743.1|"4000000025295481"|"8"|36.9|"232"|"High Street"|"Exeter"|"Devon"|"EX4 3NE"|"Y"|"Exeter District"|"01392213373"|"www.visionexpress.com"|"Vision Express"|""|""|"118 Information"|"01-DEC-2014"
85551601|"Alexandras Alterations"|"02100776"|292007.5|92776.5|1|""|"0001000012318037"|5|292017.3|92785.2|"4000000025321252"|"5"|13.1|"11"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Y"|"Exeter District"|"07867546394"|""|""|""|""|"118 Information"|"01-DEC-2014"
85526139|"Saunders"|"09470699"|292621.3|93788|1|""|"0001000012321031"|5|292606.9|93780.5|"4000000025306132"|"5"|16.2|"38"|"Victoria Street"|"Exeter"|"Devon"|"EX4 6JQ"|"Y"|"Exeter District"|"01392420967"|""|""|""|""|"118 Information"|"01-DEC-2014"
80826338|"The Co-operative"|"09470819"|292499|92995.2|1|""|"0001000012318190"|18|292483|93012.2|"4000000025306105"|"6"|23.3|"160"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RR"|"Y"|"Exeter District"|"01392421250"|"www.co-operative.coop"|"The Co-operative"|""|""|"118 Information"|"01-DEC-2014"
85510126|"Verve Hairdressing"|"02100156"|291734.4|92739.3|1|""|"0001000012291100"|5|291728.5|92732.9|"4000000025321010"|"3"|8.7|"14b"|"Lower North Street"|"Exeter"|"Devon"|"EX4 3ET"|"Y"|"Exeter District"|"01392426222"|""|""|""|""|"118 Information"|"01-DEC-2014"
85521029|"Care Clean Dry Cleaners"|"02100158"|292534.2|93087.2|1|""|"0001000012323735"|5|292548.8|93070.9|"4000000025321220"|"4"|21.9|"43"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NS"|"Y"|"Exeter District"|"01392218270"|"www.carecleanexeter.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
91376384|"Lorraine Findlay"|"05280340"|291407.5|93075.2|1|""|"0001000012294774"|2|291432.5|93085.5|"4000000025295464"|"10"|27|"1"|"Walnut Gardens"|"Exeter"|"Devon"|"EX4 4DH"|"Y"|"Exeter District"|"01363773553"|""|""|""|""|"118 Information"|"01-DEC-2014"
96549858|"Barc Architects"|"02040063"|292172.9|92860.8|1|""|"0001000012318273"|5|292166.6|92856.6|"4000000025351711"|"5"|7.6|"14"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PT"|"Y"|"Exeter District"|"01392435051"|"www.barcarchitects.com"|""|""|""|"118 Information"|"01-DEC-2014"
103805663|"Liz Ingham"|"02090154"|292088|92136.4|1|""|"0001000012320200"|5|292102|92136|"4000000025306048"|"3"|14|""|"Colleton Crescent"|"Exeter"|"Devon"|"EX2 4DG"|"Y"|"Exeter District"|"01392274898"|"www.colletonchambers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
103293457|"The New Taj Mahal"|"01020043"|291735.7|93048|1|""|"0001000012294362"|3|291749.7|93059.2|"4000000025432301"|"1"|17.9|"50"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392258129"|""|""|"Restaurant Type"|"Indian Restaurant"|"118 Information"|"01-DEC-2014"
108284418|"The Harry Hems Centre"|"04250762"|292369.9|93167.3|1|""|"0001000012323895"|3|292355.7|93172.6|"4000000025321222"|"3"|15.1|"Hems Court 86"|"Longbrook Street"|"Exeter"|"Devon"|"EX4 6AP"|"Y"|"Exeter District"|"01392349858"|"www.theharryhemscentre.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
